Project Name,Country,Start Date,Capacity (kt H2/y),Length (km),Investment Cost (MUSD),Source,Date Online,Technology,Capacity Change (Simulated)
L&T Hazira Phase I,IND,,1,,0.149930769,Production,2024,Unknown,6.99996392
L&T Hazira Phase II,IND,,1,,0.149930769,Production,2025,Unknown,6.99996392
La Zaida Green Hydrogen Project,ESP,,20,,3.465066667,Production,,,1.999049893
Laboratory Plant HRI Quebec,CAN,,0.005,,0.000847435,Production,2001,,1.999988214
Laboratory Plant HRI Quebec,CAN,,0.0046,,0.00077964,Production,2001,,1.999988195
Laboratory System at IFE Kjeller Pahse 2,NOR,,0.0104,,0.00155928,Production,2016,,1.999988474
Laboratory System at IFE Kjeller Phase 1,NOR,,0.00364,,0.000545748,Production,2003,,1.999988148
Lacq Hydrogen,ESP,,19239.64907,,3333.333333,Production,2030,Solar PV,1.074456471
Lam Takhong Wind Hydrogen Hybrid Project- EGAT,THA,,1,,0.149930769,Production,2018,,1.99996392
Landsvirkjun - Ljósifoss Hydropower Station,ISL,,10,,1.732533333,Production,2025,,1.99953096
Langage Energy Park - Carlton Power,GBR,,7,,1.212773333,Production,2026,,1.99967528
Langnas: Mega Green Harbour (Aland Islands),FIN,,3000,,519.76,Production,,Unknown,6.855692
"Lanze Energy 300,000 tons per year green methanol project",CHN,,331.2957904,,57.3981,Production,,,1.984074488
Lappeenranta e-Methanol,FIN,,17,,2.945306667,Production,2026,,1.999194213
Larsen & Toubro/ReNew Power Project,IND,,221.7622708,,38.42105263,Production,2025,Unknown,6.989343781
Leh H2,IND,,57.71894721,,10,Production,2027,Unknown,6.99723536
Leuchtturmprojekt Power-to-Gas Baden-Württemberg,DEU,,1.3,,0.19491,Production,2020,Hydropower,4.999949488
Leuna refinery,DEU,,30,,5.1976,Production,,Unknown,9.998568826
LH2 Europe Project,GBR,,360,,62.3712,Production,2030,,1.982693623
Lhyfe - Brake green hydrogen plant,DEU,,10,,1.732533333,Production,2024,,4.99953096
Lhyfe - Schaeffler Group plant in Herzogenaurach,DEU,,15,,2.5988,Production,2025,Unknown,9.999290427
Lhyfe Bade-Würtemberg,DEU,,10,,1.694869565,Production,2024,Others/Various,4.99953096
Lhyfe Bretagne - Buléon,FRA,,5,,0.866266667,Production,2023,Unknown,6.999771493
Lhyfe Delfzijl,NLD,,200,,34.65066667,Production,2026,Offshore wind,1.990390692
Lhyfe Lubmin,DEU,,800,,138.6026667,Production,2029,,4.961526686
Lhyfe- Nantes Saint-Nazaire hydrogen plant,FRA,,200,,34.65066667,Production,2028,,1.990390692
Lhyfe Wallsend ,GBR,,20,,3.465066667,Production,2028,,1.999049893
"Lhyfe, Perl",DEU,,70,,12.12773333,Production,2028,Unknown,9.996644559
Lhyfe-Enerparc Luckau project,DEU,,5,,0.847434783,Production,2024,Solar PV,4.999771493
Liepaja Special Economic Zone (SEZ),LVA,,1000,,173.2533333,Production,2030,Onshore wind,1.951905351
Linde - Ontario (California),USA,,5,,0.749653846,Production,2024,Unknown,6.999771493
Linde Hellas - Mandra,GRC,,1,,0.173253333,Production,2022,Unknown,6.99996392
Linde Leuna Chemical Complex,DEU,,24,,3.598338462,Production,2024,Unknown,9.998857466
Linde Niagara Falls,USA,,35,,5.247576923,Production,2025,Hydropower,1.998328293
Lingen Green Hydrogen (LGH2) Phase 1,DEU,,100,,17.32533333,Production,,,4.995201359
Lingen Green Hydrogen (LGH2) Phase 2,DEU,,400,,69.30133333,Production,,,4.980769356
Lion Energy HRS,AUS,,2,,0.346506667,Production,2025,,1.999915813
"Liquid Sunshine Energy Technology Alxa League Methanol project, phase 1",CHN,,541.1164576,,93.75023,Production,,,1.973980713
"Liquid Sunshine Energy Technology Alxa League Methanol project, phase 2",CHN,,4969.436855,,860.9715,Production,,,1.76094894
Liquid Wind Haapavesi project,FIN,,110.4319301,,19.1327,Production,,,1.994699514
Llaquedona green hydrogen,CHL,,1299.195991,,225.090036,Production,2027,Onshore wind,1.937512027
LONGi Urad Rear Banner Integrated wind and solar hydrogen production project,CHN,,311.6823149,,54,Production,2026,Others/Various,1.985018027
Los Amigos del Verano - phase 1,CHL,,5000,,866.2666667,Production,2027,Unknown,6.759478649
Los Amigos del Verano - phase 2,CHL,,5000,,866.2666667,Production,2029,Unknown,6.759478649
Los Amigos del Verano - phase 3,CHL,,5000,,866.2666667,Production,2031,Unknown,6.759478649
Los Amigos del Verano - phase 4,CHL,,10000,,1732.533333,Production,2033,Unknown,6.518945271
"Los Barrios coal plant, Cadiz, phase 1",ESP,,5,,0.866266667,Production,2023,Solar PV,1.999771493
"Los Barrios coal plant, Cadiz, phase 2",ESP,,125,,21.65666667,Production,2026,Others/Various,1.993998692
"Los Barrios coal plant, Cadiz, phase 3",ESP,,400,,69.30133333,Production,2030,Others/Various,1.980769356
Lowestoft PowerPark hydrogen,GBR,,2,,0.346506667,Production,2025,Offshore wind,1.999915813
"LSB Industries - Pryor green ammonia project, Phase 1",USA,,10,,2.051684211,Production,,,1.99953096
"LSB Industries - Pryor green ammonia project, Phase 1",USA,,20,,3.38973913,Production,,,1.999049893
Lysekil refinery (phase 1),SWE,,50,,8.662666667,Production,,Others/Various,1.997606693
Lysekil refinery (phase 2),SWE,,300,,51.976,Production,,Others/Various,1.985580024
Madhya Pradesh H2,IND,,0.189664461,,0.03286,Production,2040,Unknown,6.999997097
Madoqua E-methanol,PRT,,500,,84.74347826,Production,2029,Unknown,6.975958689
MadoquaPower2X - Sines - phase 1,PRT,,500,,84.74347826,Production,2028,Solar PV,1.975958689
MadoquaPower2X - Sines - phase 2,PRT,,700,,121.2773333,Production,2030,Solar PV,1.966337354
Maersk - Carbon Sink methanol plant,USA,,220.8638602,,38.2654,Production,2027,Unknown,6.989387001
Maersk - Ørsted methanol Gulf plant,USA,,675,,116.946,Production,2025,Others/Various,1.967540021
MAHAPREIT,IND,,0.7390334,,0.12804,Production,2027,Unknown,6.999976474
Maharashtra H2,IND,,577.1894721,,100,Production,2025,Unknown,6.97224536
Manilla Solar & Renewable Energy Storage Project,AUS,,2,,0.346506667,Production,2024,Solar PV,1.999915813
Marítimo Dragão - Qair,BRA,,1216,,210.6760533,Production,2025,Offshore wind,1.941514309
"Markham Energy Storage, Ontario",CAN,,2.5,,0.374826923,Production,2019,,1.99989176
Markinch Green Hydrogen,GBR,,100,,17.32533333,Production,2028,,1.995201359
Marubeni methanation project,PER,,450,,77.964,Production,2030,Unknown,6.978364023
Masdar City green H2,ARE,,5.771894721,,1,Production,,Others/Various,1.99973436
Masdar green hydrogen project,JOR,,288.594736,,50,Production,,Onshore wind,1.986128693
"Masdar Hassan Allam green hydrogen, phase 1",EGY,,193.7402283,,33.56614035,Production,2026,,1.990691828
"Masdar Hassan Allam green hydrogen, phase 2",EGY,,3806.259772,,659.447193,Production,2030,,1.816905523
Masen - KfW,MAR,,100,,17.32533333,Production,2025,Others/Various,1.995201359
Mass Group Holdings green ammonia project,JOR,,187.0842226,,32.41296519,Production,,,1.991012027
Masshylia,FRA,,120,,20.33843478,Production,2027,,1.994239226
Mathura refinery,IND,,28.8594736,,5,Production,,Onshore wind,1.998623693
Mauritania - Green Ammonia project - phase 1,MRT,,400,,69.30133333,Production,2028,Unknown,6.980769356
Mauritania - Green Ammonia project - phase 2,MRT,,9600,,1663.232,Production,,Unknown,6.538187941
Mauritania & BP- Nassim project,MRT,,20787.13252,,3601.44,Production,,Others/Various,1.000012187
Mayflower Hydrogen project,GBR,,20,,2.998615385,Production,2025,,1.999049893
McDermott - CB&I 2nd project,USA,,50,,8.662666667,Production,,,1.997606693
MEFCO2,DEU,,1,,0.149930769,Production,2019,,4.99996392
MEG HP1,AUS,,10,,1.499307692,Production,2024,Solar PV,1.99953096
MeGa-stoRE,DNK,,0.00644,,0.001091496,Production,2014,,1.999988283
MeGa-stoRE Optimising and Upscaling,DNK,,0.25,,0.042371739,Production,2015,,2
Megaton Moon,MRT,,35000,,6063.866667,Production,2028,Others/Various,0.316278382
"Meirama plant, phase 1",ESP,,30,,4.497923077,Production,2026,Onshore wind,1.998568826
"Meirama plant, phase 2",ESP,,150,,25.988,Production,,Onshore wind,1.992796025
"Meirama, phase 2",ESP,,170,,28.81278261,Production,,Onshore wind,1.991833892
Melbourne Hydrogen Hub,AUS,,10,,1.499307692,Production,,,1.99953096
Meld Energy Green Hydrogen Hub,GBR,,100,,17.32533333,Production,2028,,1.995201359
Meraker,NOR,,6,,1.016921739,Production,2027,,1.999723387
"MercurHy, phase 1",AUS,,150,,25.988,Production,,Unknown,6.992796025
"MercurHy, phase 2",AUS,,350,,60.63866667,Production,,Unknown,6.98317469
"MercurHy, phase 3",AUS,,500,,86.62666667,Production,,Unknown,6.975958689
Mercury Renewables H2 Project,IRL,,80,,13.86026667,Production,,Onshore wind,1.996163493
MetGreenPort,ESP,,800,,138.6026667,Production,2029,Unknown,6.961526686
METH2 Atacama,CHL,,300,,51.976,Production,,Others/Various,1.985580024
Methanation at Eichhof,DEU,,0.05,,0.007496538,Production,2018,,4.999990379
Methane Synthesis test facility in Koshijihara Plant of INPEX’s - Nagaoa,JPN,,0.072,,0.01247424,Production,2019,,1.999991437
MethFuel,DEU,,1,,0.149930769,Production,,,4.99996392
METHYCENTRE,FRA,,0.25,,0.037482692,Production,2021,,2
"Mexican Green Hydrogen Hub, phase 1",MEX,,69,,10.34522308,Production,2025,Solar PV,1.996692666
"Mexican Green Hydrogen Hub, phase 2",MEX,,274,,41.08103077,Production,,Solar PV,1.986830798
"MicrobEnergy GmbH, Schwandorf",DEU,,0.18,,0.026987538,Production,2013,,4.999996633
"MicroPyros, Altenstant",DEU,,0.001125,,0.00019491,Production,2018,,4.999988027
Mikkeli plant,FIN,,50,,8.662666667,Production,2027,,1.997606693
Minatec's semiconductor labs in Grenoble,FRA,,0.0552,,0.00935568,Production,2018,,1.999990629
"Minerve, Nantes",FRA,,0.12,,0.024620211,Production,2018,,1.999993746
"Mingyang Smart Energy Chifeng e-methanol project, phase 1",CHN,,662.5915807,,114.7962,Production,2025,,1.968136948
"Mingyang Smart Energy Chifeng e-methanol project, phase 2",CHN,,441.7277205,,76.5308,Production,,,1.978761975
Mississippi Clean Hydrogen Hub,USA,,634.9084193,,110,Production,2025,Unknown,6.969468693
"MMEX - Pecos, Texas",USA,,405.7428215,,60.83333333,Production,,Solar PV,1.980493088
Mmex Resources Corporation,PER,,133.8951311,,20.075,Production,,Unknown,6.993570777
"Mobility of the Future (within ""Innovation Liquid Energy"")",AUT,,1,,0.205168421,Production,2024,,1.99996392
Morro Pintado project,BRA,,300.1385255,,52,Production,2026,Others/Various,1.98557336
MosaHYc (Moselle Sarre HYdrogène Conversion) - French side,FRA,2027,60,"Repurposed: 49 km, New 3 km",121,Infrastructure,,,1.997125626
MosaHYc (Moselle Sarre HYdrogène Conversion) - German side,DEU,2027,60,"Repurposed 26 km, New+16 km",118.8,Infrastructure,,,4.997125626
MoU China General Nuclear Power Group - Quinto Energy,BRA,,5400,,935.568,Production,,Others/Various,1.740235979
MoU IHI-Enoc,ARE,,692.9045283,,120.0480192,Production,2028,Solar PV,1.966678693
MoU Lhyfe and SAF+,FRA,,300,,51.976,Production,2030,,1.985580024
MoU Lhyfe-wpd,SWE,,600,,103.952,Production,,Offshore wind,1.971148021
"MoU Shell - Acu Port, phase 1",BRA,,10,,1.732533333,Production,2025,,1.99953096
"MoU Shell - Acu Port, phase 2",BRA,,90,,15.5928,Production,,,1.995682426
"MoU Shell - Mitsubishi, phase1",NLD,,4197.741615,,727.2727273,Production,2030,Offshore wind,1.798072633
"MoU Shell - Mitsubishi, phase2",NLD,,6296.612423,,1090.909091,Production,2043,Offshore wind,1.697102936
"MPREIS Hydrogen (within ""Demo4Grid"")",AUT,,3.1,,0.525409565,Production,2022,,1.999862896
MRPL Mangalore Refinery - phase 1,IND,,0.005771895,,0.001,Production,2025,Unknown,6.999988251
MRPL Mangalore Refinery - phase 2,IND,,0.046175158,,0.008,Production,2030,Unknown,6.999990195
Mühlenerft Industrial Park - Refuelling station,DEU,,5,,0.866266667,Production,2026,Onshore wind,4.999771493
Multi-complementary Hydroalcohol Integragtion Project,CHN,,552.1596506,,95.6635,Production,,,1.973449462
Multiphly,NLD,,2.5,,0.512921053,Production,2023,Unknown,6.99989176
Murchison,AUS,,3000,,449.7923077,Production,2028,Solar PV,1.855692
Musashi-Mizonokuchi Station,JPN,,0.0052,,0.00077964,Production,2017,,1.999988223
Musel GreenMet,ESP,,50,,8.662666667,Production,2028,,1.997606693
MYRTE,FRA,,0.11,,0.016492385,Production,2012,,1.999993265
NABOO,GBR,,237.2011529,,41.09589041,Production,2028,,1.988601068
Narva power plant ELY,EST,,0.144297368,,0.025,Production,2010,Unknown,6.999994915
Narvik - Ammonia project- Phase 1,NOR,,250,,43.31333333,Production,2028,Unknown,6.987985358
Narvik - Ammonia project- Phase 2,NOR,,350,,60.63866667,Production,2029,Unknown,6.98317469
NASA’s Ames Research Center,USA,,4,,0.820673684,Production,2023,,1.9998196
Nascar,ESP,,138.5254733,,24,Production,2026,Solar PV,1.993348027
Nautilus,DEU,,85,,14.72653333,Production,2028,,4.995922959
"Naval Facilities Engineering Command, Engineering and Expeditionary Warfare Center",USA,,0.05,,0.010258421,Production,2016,,1.999990379
Navarra hydrogen project,ESP,,0.4,,0.069301333,Production,,Onshore wind,1.999992784
Navigator - P2X-Europe JV,PRT,,237.2011529,,41.09589041,Production,2026,Unknown,6.988601068
"Nazare Green Hydrogen Valley, phase 1",PRT,,40,,6.930133333,Production,2025,Solar PV,1.99808776
"Nazare Green Hydrogen Valley, phase 2",PRT,,540,,93.5568,Production,,Solar PV,1.974034422
"NEDO kofu city, Yamanashi Prefecture",JPN,,1.5,,0.224896154,Production,2019,,1.999939867
NEL-Champaign-Urbana Mass Transit District,USA,,1,,0.149930769,Production,2021,,1.99996392
Nemo Hydrogen Project,GRC,,100,,17.32533333,Production,2025,Solar PV,1.995201359
Neo Olvio of Xanthi,GRC,,0.004,,0.000599723,Production,2009,,1.999988166
NeoGreen Portugal - Palmela projetc,PRT,,10,,1.732533333,Production,2025,Solar PV,1.99953096
NeoGreen Portugal - Sines projetc,PRT,,330,,57.1736,Production,2027,Others/Various,1.984136824
NEOM Green Hydrogen Project,SAU,,2200,,372.8713043,Production,2026,Others/Various,1.89417734
"NeptHyne, phase 1",POL,,1,,0.173253333,Production,,Offshore wind,1.99996392
"NeptHyne, phase 2",POL,,999,,173.08008,Production,2030,Offshore wind,1.951953458
Neptun Tromso,NOR,,70,,12.12773333,Production,2028,Others/Various,1.996644559
Nervia,ROU,,5,,0.847434783,Production,2025,,1.999771493
"Nesbruket Gen2 plant 1, Mosjøen   ",NOR,,100,,17.32533333,Production,2027,Unknown,6.995201359
Nesbruket Gen2 plant 2,NOR,,100,,16.94869565,Production,2027,Unknown,6.995201359
Net Zero Hub - West Isles,GBR,,50,,8.662666667,Production,2025,,1.997606693
Net-Zero 1,USA,,585.7625394,,101.4853125,Production,2026,Others/Various,1.971832938
New energy hydrogen production and co-production carbon-free fuel demostration project,CHN,,161.6130522,,28,Production,2024,Onshore wind,1.99223736
"New Fortress Energy green hydrogen US gulf, phase 1",USA,,100,,14.99307692,Production,2025,Unknown,6.995201359
"New Fortress Energy green hydrogen US gulf, phase 2",USA,,100,,14.99307692,Production,,Unknown,6.995201359
New Horizon,FRA,,100,,17.32533333,Production,2028,,1.995201359
New Jersey Offshore Wind plant,USA,,7.5,,1.2994,Production,,Offshore wind,1.999651227
New Jersey Resources Howell,USA,,0.175,,0.030319333,Production,2021,,1.999996392
"New York Science, Technology and Advanced Manufacturing Park",USA,,120,,17.99169231,Production,2025,Hydropower,1.994239226
New zealand Matiu/Somes Island,NZL,,0.0012,,0.000203384,Production,2011,,1.999988031
NewGen,TTO,,140,,24.25546667,Production,2027,Unknown,6.993277092
NFC Belfort (Phase 1),FRA,,1,,0.169486957,Production,2023,,1.99996392
NFC Belfort (Phase 2),FRA,,1,,0.169486957,Production,2024,,1.99996392
Niagara Hydrogen Centre (NHC),CAN,,20,,2.998615385,Production,2025,Hydropower,1.999049893
"Ningxia Solar Hydrogen Project, Phase 1",CHN,,30,,5.084608696,Production,2021,Solar PV,1.998568826
"Ningxia Solar Hydrogen Project, Phase 2",CHN,,120,,20.33843478,Production,2021,Solar PV,1.994239226
Nitrogen fertelizer plant Uberaba,BRA,,233.8552783,,40.51620648,Production,2027,Others/Various,1.988762027
Norddeutsches Reallabor - Living Lab Northern Germany,DEU,,48.68913858,,7.3,Production,2026,Unknown,9.997669754
Nordsee Two Offshore Wind Farm,DEU,,4,,0.693013333,Production,2027,Offshore wind,4.9998196
Normand’Hy - Air Liquide ,FRA,,200,,29.98615385,Production,2026,,1.990390692
Norsk e-Fuel Phase 1,NOR,,50.26358319,,10.3125,Production,2028,Others/Various,1.997594013
Norsk e-Fuel Phase 2,NOR,,50.26358319,,10.3125,Production,2028,Others/Various,1.997594013
Norsk e-Fuel Phase 3,NOR,,301.5814992,,61.875,Production,2029,Others/Various,1.985503943
North Ammonia Eydehavn plant,NOR,,171,,29.62632,Production,2028,,1.991785785
North Atlantic Green Energy Hub,CAN,,1442.97368,,250,Production,,Onshore wind,1.93059536
"North CCU HUB, phase 1. North C Hydrogen",BEL,,65,,11.26146667,Production,2027,Others/Various,1.996885093
"North CCU HUB, phase 2. North-C -full scale",BEL,,237,,41.06104,Production,2028,Others/Various,1.988610745
"North CCU HUB, phase 3 (Deltaurus 4)",BEL,,300,,51.976,Production,2030,Offshore wind,1.985580024
North Sea Wind Power Hub,NLD,,1897.965381,,328.8288288,Production,2032,Offshore wind,1.908707222
North Sulawesi Green NH3 Cluster,IDN,,519.6783962,,90.03601441,Production,2030,Others/Various,1.975012027
"NortH2, phase 1",NLD,,4000,,693.0133333,Production,2030,Offshore wind,1.807585324
"NortH2, phase 2",NLD,,6000,,1039.52,Production,2040,Offshore wind,1.711371973
Northern Irish hydrogen project - Ballymena Hydrogen,GBR,,1,,0.173253333,Production,2025,Onshore wind,1.99996392
NorthStarH2 ,SWE,,110.4319301,,19.1327,Production,,,1.994699514
Northwest Natural Holding synthetic methane plant,USA,,10,,1.732533333,Production,,Others/Various,1.99953096
Norwegian Hydrogen - Tau,NOR,,10,,1.732533333,Production,2026,,1.99953096
"Norwegian Hydrogen, Hellesylt Hydrogen Hub 1st project",NOR,,3,,0.449792308,Production,2024,Hydropower,1.999867707
NTPC Anakapalli H2,IND,,57.71894721,,10,Production,2032,Unknown,6.99723536
"NTPC Green Hydrogen Blending Project (Kawas, Surat)",IND,,0.0065,,0.00097455,Production,2023,Unknown,6.999988286
NTPC green hydrogen mobiity project - Ladakh,IND,,0.8,,0.135589565,Production,2024,Solar PV,1.999973541
NTPC Green Hydrogen Mobility Project - Delhi,IND,,1.6,,0.27117913,Production,2024,Unknown,6.999935056
NTPC NETRA Campus,IND,,7303.370787,,1095,Production,2030,Unknown,6.648671138
"NTPC-Technip-L&T MeOH project, Vindhyachal",IND,,5,,0.749653846,Production,2024,Unknown,6.999771493
Nuclear Hydrogen Project,KOR,,10,,1.732533333,Production,2027,,1.99953096
Nujio'qonik Green Hydrogen -phase 1,CAN,,650,,110.1665217,Production,2027,Onshore wind,1.968742688
Nujio'qonik Green Hydrogen -phase 2,CAN,,650,,110.1665217,Production,2030,Onshore wind,1.968742688
Nujio'qonik Green Hydrogen -phase 3,CAN,,650,,112.6146667,Production,2030,Onshore wind,1.968742688
Nujio'qonik Green Hydrogen -phase 4,CAN,,650,,112.6146667,Production,2030,Onshore wind,1.968742688
Numaligarh Refinery Green H2,IND,,115.4378944,,20,Production,2027,Unknown,6.994458693
Numantia SAF,ESP,,207.7882099,,36,Production,2028,Others/Various,1.990016027
NWTN - CMEC Middle East green hydrogen plant,ARE,,20,,3.465066667,Production,,Unknown,6.999049893
"Nyrstar Port Pirie, phase 1",AUS,,85,,14.72653333,Production,2026,Unknown,6.995922959
"Nyrstar Port Pirie, phase 2",AUS,,355,,61.50493333,Production,,Unknown,6.982934157
O&L group - CMB.TECH hydrogen hub,NAM,,4,,0.693013333,Production,2024,Solar PV,1.9998196
Oban Hydrogen SIU,GBR,,20,,3.465066667,Production,2028,,1.999049893
Obayashi geothermal hydrogen,JPN,,0.045,,0.0077964,Production,2020,Others/Various,1.999990138
Ocior Energy Andhra Pradesh H2,IND,,0.538864091,,0.09336,Production,2030,Unknown,6.999986104
Ocior Energy green ammonia project -Phase 1,JOR,,103.9356792,,18.00720288,Production,,,1.995012027
Ocior Energy green ammonia project -Phase 2,JOR,,935.4211132,,162.0648259,Production,2030,,1.955012027
Ocior Energy Gujarat H2,IND,,30.33707865,,5.256,Production,2030,Unknown,6.998552611
OCP Group Ammonia project,MAR,,2078.713585,,360.1440576,Production,2027,Others/Various,1.900012027
Octopus Hydrogen - BayWa MoU,GBR,,15,,2.5988,Production,2024,Others/Various,1.999290427
Octopus Hydrogen - MIRA Technology Park,GBR,,0.9,,0.152538261,Production,2024,Unknown,6.999968731
Olga,ITA,,1,,0.169486957,Production,2025,,1.99996392
Omnia - WKN Windcurrent  green ammonia plant,ZAF,,207.8713585,,36.01440576,Production,,Others/Various,1.990012027
Oosterhorn Hydrogen project - Chemie Park Delfzijl,NLD,,20,,3.465066667,Production,2025,Onshore wind,1.999049893
Optimal-ITM agreement,AUS,,0.7,,0.104951538,Production,,,1.999978352
Optimization of a multifluid system for parallel generation and sale of electricity and green hydrogen and associated services for industrial customers ,COL,,1.2,,0.179916923,Production,2027,Solar PV,1.999954299
"Oracle Power - Power China International MoU, Sindh",PAK,,400,,69.30133333,Production,,Solar PV,1.980769356
ORANGE.BAT Castellon,ESP,,100,,16.94869565,Production,2026,Others/Various,1.995201359
Orange-BAT Puerto Valencia,ESP,,100,,17.32533333,Production,,,1.995201359
Oranjewind hydrogen production,NLD,,350,,60.63866667,Production,2028,Offshore wind,1.98317469
Ord Hydrogen Project,AUS,,20,,3.465066667,Production,2029,Hydropower,1.999049893
Ordos Kubuqi Wind and Solar Hydrogen Production Demostration Project,CHN,,91.21645888,,15.46,Production,2024,Others/Various,1.995623906
Origin Energy - Kawasaki Heavy Industries Townsville project,AUS,,300,,51.976,Production,2025,Unknown,6.985580024
Origin Energy Tasmania’s Bell Bay,AUS,,500,,75.63024,Production,2025,Others/Various,1.975958689
Origin Hunter Valley hydrogen hub,AUS,,55,,9.528933333,Production,2026,,1.99736616
Orsted - Skovgaard Energy project in western Denmark,DNK,,150,,25.988,Production,2028,Others/Various,1.992796025
Orsted - Skovgaard Energy project in western Denmark,DNK,,2850,,493.772,Production,,Others/Various,1.862908001
"Oshivela DRI project, phase 1",NAM,,12,,2.033843478,Production,2024,Solar PV,1.999434747
Oskarshamn nuclear plant,SWE,,0.7,,0.11864087,Production,1992,,1.999978352
"Oslo, CHIC",NOR,,0.6,,0.101692174,Production,2013,,1.999983163
Oulu Energy Hydrogen Plant,FIN,,100,,17.32533333,Production,2028,,1.995201359
OX2 Neptunus Hub,SWE,,2361.229658,,409.0909091,Production,2030,Offshore wind,1.886421118
Oxefuel Biogenic,GBR,,21.94110664,,3.801369863,Production,2026,,1.998956513
P2G plant Erdgas Schwaben,DEU,,1,,0.149930769,Production,2013,,4.99996392
P2G Velke Kapusany,SVK,,78,,13.51376,Production,2025,Unknown,6.996259706
P2G-Biocat - Continued (Ref 508),DNK,,0.5,,0.084743478,Production,2015,,1.999987973
P2P IPKW,NLD,,1,,0.173253333,Production,,Others/Various,1.99996392
"P2X Europe - Nordic Electrofuel Porsgrunn project, phase 1",NOR,,47.44023058,,8.219178082,Production,2026,Others/Various,1.997729835
"P2X Europe - Nordic Electrofuel Porsgrunn project, phase 1",NOR,,4696.582827,,813.6986301,Production,2032,Others/Various,1.77407504
P2X Harjavalta project,FIN,,20,,3.38973913,Production,2024,Unknown,6.999049893
P2X Solutions Joensuu,FIN,,40,,6.930133333,Production,2026,Unknown,6.99808776
"P2XFloater and Oksefjorden wind farm
+
P2XFloater and Rubbedalshøgda wind farm",NOR,,1152.74117,,199.7162501,Production,2029,Offshore wind,1.944557481
Pacífico Mexinol - Transition Industries Sinaloa methanol project,MEX,,331.2957904,,57.3981,Production,2027,,1.984074488
Padborg PtX ,DNK,,150,,25.988,Production,2027,,1.992796025
Pamesa - eCombustible,ESP,,8,,1.386026667,Production,2023,Solar PV,1.999627173
Pampas,ARG,,404.0326304,,70,Production,2030,Unknown,6.98057536
"PanHy, phase 1",AUT,,60,,10.3952,Production,2027,Others/Various,1.997125626
"PanHy, phase 2",AUT,,240,,41.5808,Production,2030,Others/Various,1.988466425
Panipat refinery,IND,,115.4378944,,20,Production,2028,Unknown,6.994458693
Parnu refuelling station,EST,,1,,0.169486957,Production,2019,,1.99996392
Pau-Lescar Biofactory,FRA,,1,,0.149930769,Production,2024,Others/Various,1.99996392
Pauna Greener Future - H2 (phase 1),CHL,,100,,17.32533333,Production,2025,Solar PV,1.995201359
Pauna Greener Future - NH3 (phase 2),CHL,,300,,51.976,Production,2025,Solar PV,1.985580024
Paysandu green hydrogen project,URY,,1000,,173.2533333,Production,2026,Others/Various,1.951905351
Pegasus,ITA,,23,,3.984826667,Production,2029,Unknown,6.998905573
Pego coal plant transition,PRT,,0.5,,0.086626667,Production,,Solar PV,1.999987973
Pembroke power station - Pembroke Green Hydrogen/Net Zero Centre (Phase 1),GBR,,110,,19.05786667,Production,2027,,1.994720292
Pembroke power station - Pembroke Green Hydrogen/Net Zero Centre (Phase 2),GBR,,200,,34.65066667,Production,2030,,1.990390692
Pertamina Ulubelu geothermal plant,IDN,,0.5,,0.086626667,Production,2024,Others/Various,1.999987973
Petrobrazi Refinery - Green H2,ROU,,55,,9.528933333,Production,2028,Unknown,6.99736616
PetroChina Qinghai,CHN,,1000,,173.2533333,Production,,Others/Various,1.951905351
PetroChina Yumen Oilfield - Phase 1,CHN,,12.12097891,,2.1,Production,2023,Solar PV,1.999428927
PetroChina Yumen Oilfield - Phase 2,CHN,,28.91077933,,4.9,Production,2024,Solar PV,1.998621225
Petrofac Ain Sokhna Ammonia project,EGY,,259.8391981,,45.0180072,Production,,Others/Various,1.987512027
Petronas-ENEOS MoU,MYS,,288.594736,,50,Production,2027,Unknown,6.986128693
PFI - Pirmasens-Winzeln,DEU,,2.5,,0.433133333,Production,2019,Others/Various,4.99989176
Phelan Green Energy - Egypt,EGY,,2598.391981,,450.180072,Production,,,1.875012027
Phelan Green Energy - Peru,PER,,1539.171926,,266.6666667,Production,,Solar PV,1.925967582
Philadelphia solar green ammonia project,JOR,,155.9035189,,27.01080432,Production,,,1.992512027
Phoenix Hydrogen Hub (PHH) project,USA,,80,,13.55895652,Production,2026,,1.996163493
Picea systems installed at multiple residential households (500 2.4 kW),DEU,,1.354,,0.234585013,Production,2023,Solar PV,4.99994689
Pilot & Demo PtM HSR,CHE,,0.025,,0.004237174,Production,2015,,1.999989176
Pinto waste water plant,ESP,,0.461751578,,0.08,Production,2024,Others/Various,1.999989813
Pionero Project,CHL,,1818.874387,,315.1260504,Production,2028,Onshore wind,1.912512027
Plansee Group - Breitenwang,AUT,,4,,0.677947826,Production,2025,,1.9998196
Planta de Combustibles Carbono Neutral Cabo Negro - Parque Eólico Faro del Sur,CHL,,240,,35.98338462,Production,2028,Onshore wind,1.988466425
Planta Piloto Móvil de H2V,CHL,,0.02,,0.003465067,Production,2022,Solar PV,1.999988935
Plug Power - Fort Worth,USA,,273.8764045,,41.0625,Production,2025,Onshore wind,1.986836743
"Plug Power - Fresno County, California",USA,,80,,11.99446154,Production,2024,Solar PV,1.996163493
"Plug Power Charleston, Tenesse (former United Hydrogen)",USA,,15.82397004,,2.3725,Production,2008,,1.999250788
